target_subject,seed,n_candidates,threshold_percentile,artifact_threshold,reject_rate,clean_reject_rate,bad_artifact_reject_rate,bad_content_reject_rate,bad_physio_reject_rate,rejected_clean_fraction,rejected_bad_artifact_fraction,kept_bad_artifact_rate,mean_content_rejected,mean_content_kept,delta_macro_f1_softar_vs_softweight,delta_bacc_softar_vs_softweight,delta_ece_softar_vs_softweight,delta_macro_f1_softar_vs_naive,delta_macro_f1_softar_vs_artifactreject
105,21,50,90.0,1531.9408081054692,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8612244963645935,0.4598639474560817,0.05756578947368418,0.05882352941176472,0.022638520172664087,0.05756578947368418,0.028665028665028625
105,22,50,90.0,1412.7969604492196,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.922448992729187,0.45306122563779355,0.0,0.0,-0.02550030265535627,0.0,0.0
105,23,50,90.0,783.9909545898444,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8938775539398194,0.45623582994772327,0.05818360657070343,0.05882352941176472,0.033962585244859955,0.0,0.0
105,24,50,90.0,966.0636535644533,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9428571581840515,0.45079365169836416,0.0,0.0,-0.014857213837759828,-0.05733005733005736,-0.028805543511425835
106,20,50,90.0,1058.2937500000005,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8653061270713807,0.45941043293310535,0.0,0.0,-0.018682235479354853,0.0012168012168012332,0.0012168012168012332
106,21,50,90.0,1588.669018554688,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8040816307067871,0.4662131547513935,-0.0296486325898091,-0.03125,0.047947660940034026,0.03055088581404375,0.0
106,22,50,90.0,1425.7329345703133,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9224489808082581,0.4530612269623412,-0.033753854779927095,-0.03125,0.02785269149712155,0.024579478553406142,-0.008278255110779065
106,23,50,90.0,798.6403442382818,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.922448992729187,0.45306122563779355,-0.027250635803267476,-0.03125,-0.05317441821098326,0.0,0.030315153670416817
106,24,50,90.0,996.1031921386721,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9265306234359741,0.4526077111148172,0.0,0.0,0.002994119269507267,0.05718954248366026,0.05718954248366026
107,20,50,90.0,1055.8606811523441,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8938775539398194,0.45623582994772327,-0.03399215026633029,-0.03125,0.01161835704530989,-0.04953379953379955,-0.04953379953379955
107,21,50,90.0,1600.152465820313,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.7918367445468902,0.46757369765804874,0.0,0.0,0.01390158363751004,-0.03267451640033647,-0.05887300252312877
107,22,50,90.0,1426.2151733398446,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9346938729286194,0.4517006833934122,-0.025658816932996764,-0.026315789473684292,0.05011327649865838,0.033214185590131784,0.033214185590131784
107,23,50,90.0,797.2689086914069,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8612244844436645,0.45986394878062936,0.0,0.0,0.010415755850928243,0.0,-0.02768142474024815
107,24,50,90.0,995.3359191894533,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9387755155563354,0.4512471675458882,0.0,0.0,-0.040938047000340094,-0.02768142474024815,-0.02768142474024815
108,20,50,90.0,1048.4521240234378,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9061224579811096,0.45487528505424657,0.0,0.0,0.0628039811338697,0.0,-0.03213484721054105
108,21,50,90.0,1583.2310668945315,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.7673469483852386,0.47029478612045444,-0.02673815531258772,-0.02777777777777779,-0.04145999891417368,0.08097870597870593,0.10866013071895408
108,22,50,90.0,1436.4036254882822,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9346938848495483,0.4517006820688645,0.0,0.0,-0.003400088208062313,0.027250635803267476,0.027250635803267476
108,23,50,90.0,800.2195983886725,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8326530575752258,0.46303855176601144,-0.031120760959470584,-0.02941176470588236,0.035161800895418455,0.0,0.0
108,24,50,90.0,992.3154724121096,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.881632661819458,0.45759637351665233,0.0,0.0,0.01476567217281885,0.032497283446050074,0.05944702442380456
109,20,50,90.0,1052.4132202148442,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8612244963645935,0.4598639474560817,0.0,0.0,-0.01105103322437831,0.027821939586645583,0.027821939586645583
109,21,50,90.0,1582.0609375000004,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8326530575752258,0.46303855176601144,0.0,0.0,-0.02164549231529239,0.0,0.0
109,22,50,90.0,1423.8171264648447,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9469387769699097,0.4503401384999355,0.03153195488721805,0.02614379084967311,-0.045959213801792714,0.0,0.0
109,23,50,90.0,791.2273010253913,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9102040886878967,0.45442177053127025,0.0,0.0,-0.010119291714259515,1.1102230246251565e-16,0.028291316526610655
109,24,50,90.0,987.2231384277345,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9020408153533935,0.4553288009017706,0.0,0.0,0.002809894936425361,0.0,0.0
90,20,50,90.0,1051.4677490234378,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9102040886878967,0.45442177053127025,0.0,0.0,0.0007618214402879964,-0.02937222509590942,-0.02937222509590942
90,21,50,90.0,1598.7636718750005,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.7918367385864258,0.4675736983203226,-0.028102969279439893,-0.0277777777777779,-0.0305492333003453,-0.026111354384599106,0.12838468720821672
90,22,50,90.0,1447.4730468750008,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.918367350101471,0.45351474148531756,0.0,0.0,0.047254717350006095,0.028478057889822606,-0.028664799253034556
90,23,50,90.0,807.0114562988288,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9306122541427613,0.45215419659184086,0.0,0.0,-0.008974167278834752,0.0,0.0
90,24,50,90.0,997.2817932128908,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8979591965675354,0.45578231410019926,0.0,0.0,0.023399848597390305,0.0,-0.0015350877192982226
91,20,50,90.0,1064.6598876953128,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8571428656578064,0.46031746197905804,0.0,0.0,-0.00820220538548061,0.0,0.0
91,21,50,90.0,1602.9553833007817,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.6693877518177033,0.4811791412946251,0.0,0.0,0.0033829637936183266,0.02781749369217834,0.02781749369217834
91,22,50,90.0,1447.8313842773446,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9102040886878967,0.45442177053127025,0.0,0.0,0.04978958708899364,-0.027616342344695455,-0.027616342344695455
91,23,50,90.0,809.7598937988288,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9020408272743226,0.45532879957722294,0.0,0.0,-0.00630166190011161,0.03105550883095043,0.03105550883095043
91,24,50,90.0,1006.0386962890627,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8448979616165161,0.46167800687253474,0.0,0.0,0.018653845787048345,0.0,0.0
92,20,50,90.0,1054.5648925781254,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8938775539398194,0.45623582994772327,0.0007740447957839125,0.0027272727272726893,0.004762040807845758,0.021604801340826207,0.0
92,21,50,90.0,1586.1661499023442,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8693877577781677,0.45895691841012903,0.0,0.0,0.022540509066683145,0.0,0.0
92,22,50,90.0,1429.6904907226572,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8979591846466064,0.45578231542474695,0.0,0.0,-0.048887325094101264,0.0,-0.02312872312872316
92,23,50,90.0,802.2472656250006,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.881632661819458,0.45759637351665233,0.021121418264275382,0.020000000000000018,0.020724212869684733,0.0,0.021121418264275382
92,24,50,90.0,1000.738153076172,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9224489808082581,0.4530612269623412,0.022282710386714033,0.022727272727272707,-0.023261145074316786,0.022282710386714033,0.022282710386714033
93,20,50,90.0,1016.5307128906254,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8775510191917419,0.45804988936417634,0.0,0.0,-0.015112778118678505,0.0,0.0
93,21,50,90.0,1567.6208618164064,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.7714285731315613,0.469841272259752,0.025119147743201564,0.02941176470588225,-0.009472012945583863,0.0,0.0
93,22,50,90.0,1378.7264892578135,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9102040886878967,0.45442177053127025,0.0,0.0,-0.02180325218609397,0.020238095238095166,0.021642096642096598
93,23,50,90.0,777.1057128906256,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9102040886878967,0.45442177053127025,0.0,0.0,-0.0064486537660871646,-0.005242856607871715,-0.005242856607871715
93,24,50,90.0,957.4327148437502,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9265306234359741,0.4526077111148172,0.0,0.0,-0.010958031245640432,-0.057189542483660094,-0.08613445378151269
94,20,50,90.0,1048.2973571777347,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8693877696990967,0.45895691708558134,0.0,0.0,0.0009713939258030324,0.0,0.0
94,21,50,90.0,1598.6605468750004,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.7020408108830452,0.4775510236206982,0.09497223206900629,0.08823529411764719,-0.07576073748724804,0.1644860515828257,0.03068651778329201
94,22,50,90.0,1442.3295043945323,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9020408153533935,0.4553288009017706,0.025909842845326714,0.02777777777777779,-0.03742989216532028,0.0,0.0
94,23,50,90.0,804.1776550292975,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9265306234359741,0.4526077111148172,0.0,0.0,0.023446805136544374,0.029227088050617467,0.029227088050617467
94,24,50,90.0,1002.3798828125001,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9102040886878967,0.45442177053127025,0.0,0.0,-0.08789252298218864,0.0,0.03269053626496832
95,20,50,90.0,1064.023120117188,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8734693884849548,0.45850340388715266,0.023874704107262223,0.02777777777777779,-0.02520946179117478,0.0,0.0
95,21,50,90.0,1602.4065551757817,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.800000011920929,0.4666666679498222,-0.028851540616246396,-0.02777777777777768,0.009908401114600035,1.1102230246251565e-16,0.028291316526610655
95,22,50,90.0,1456.1078247070323,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.918367350101471,0.45351474148531756,0.0,0.0,-0.020303647858755908,0.09836474952754015,0.04473340557361549
95,23,50,90.0,809.7569091796881,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9142857193946838,0.4539682560082939,0.0,0.0,-0.030107644626072516,-0.030079421526789885,-0.030079421526789885
95,24,50,90.0,1004.8798583984377,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9387755155563354,0.4512471675458882,0.0,0.0,-0.025483193567820944,0.0,0.0
96,20,50,90.0,1071.027709960938,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9102040886878967,0.45442177053127025,0.028431372549019618,0.02777777777777768,0.01658819913864136,0.028431372549019618,0.05718954248366015
96,21,50,90.0,1609.1556640625004,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.7469387806951999,0.47256236030823656,0.0,0.0,-0.01938043066433498,-0.02838468720821674,-0.02838468720821674
96,22,50,90.0,1464.7913696289072,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8571428656578064,0.46031746197905804,0.0,0.0,-0.03859348211969649,0.0,0.0
96,23,50,90.0,812.4443481445319,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8938775539398194,0.45623582994772327,0.029607957239536242,0.02941176470588236,0.04195479410035269,0.05733005733005747,0.028102969279439893
96,24,50,90.0,1009.3066406250001,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8938775658607483,0.45623582862317563,0.0,0.0,0.0065968453884125144,0.02937222509590931,0.0
97,20,50,90.0,1045.2419189453128,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8897959351539612,0.45668934314615195,-0.030079421526790107,-0.02941176470588236,0.013767143658229286,0.0,0.0
97,21,50,90.0,1571.0553955078128,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.7918367385864258,0.4675736983203226,0.0,0.0,-0.02594990474837172,-0.027821939586645583,0.0
97,22,50,90.0,1438.597216796876,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9387755155563354,0.4512471675458882,0.0,0.0,-0.013142830984933046,0.0,0.0
97,23,50,90.0,799.5476989746101,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9306122541427613,0.45215419659184086,0.028102969279439893,0.02941176470588247,0.04077039701598037,0.028102969279439893,0.05733005733005736
97,24,50,90.0,990.7655517578127,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8979591846466064,0.45578231542474695,0.0,0.0,-0.011551807607923237,-0.02772210009052123,-0.02772210009052123
98,20,50,90.0,989.149060058594,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8816326498985291,0.45759637484119997,-0.023994093761535717,-0.02777777777777779,-0.03474065831729345,0.048809523809523636,0.01595179014533843
98,21,50,90.0,1501.7021728515629,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.7469387769699096,0.4725623607221577,-0.02819794584500457,-0.02941176470588247,0.02548205511910573,0.05714285714285722,0.028991596638655526
98,22,50,90.0,1367.1281860351571,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9551020503044129,0.4494331081294351,0.029367602897014677,0.02777777777777768,0.04180365715708051,0.0,-0.02880485527544341
98,23,50,90.0,766.3547973632818,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.918367350101471,0.45351474148531756,0.0,0.0,0.040983186023575924,0.0,0.0
98,24,50,90.0,948.368621826172,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9102040886878967,0.45442177053127025,0.0,0.0,0.027113372513226153,0.0,0.0
99,20,50,90.0,1059.1474487304693,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8612244963645935,0.4598639474560817,0.0,0.0,0.023940021651131738,-0.05372807017543857,-0.08484883113490915
99,21,50,90.0,1593.4470825195317,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.6204081572592258,0.4866213184677892,-0.057189542483660094,-0.057189542483660205,-0.026287888629095923,-0.057189542483660094,-0.028991596638655526
99,22,50,90.0,1446.8011596679696,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8775510191917419,0.45804988936417634,0.0,0.0,-0.012160374437059696,0.0,0.0
99,23,50,90.0,804.6140808105475,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.8693877577781677,0.45895691841012903,0.0,0.0,0.011691655431474934,0.028944911297852483,0.028944911297852483
99,24,50,90.0,1003.6649841308596,0.1,0.0,0.5,0.0,0.0,0.0,1.0,0.5,0.9224489808082581,0.4530612269623412,0.00730434274480507,-0.0016339869281045694,0.05870770301137654,0.09075682382133993,0.057899090157154665
